transaction_id,account_id,transaction_type,channel,merchant_category,description,currency_code,transaction_date,transaction_amount,post_date
H000005950,A00000331,INT,POS,4900,INT POS REF629153,USD,2023-11-30,189.99,2023-11-30
H000005951,A00000333,CHG,WIRE,6011,CHG WIRE REF326061,USD,2023-11-30,12,2023-12-01
H000005952,A00000333,CHG,ONLINE,0000,CHG ACH REF845146,USD,2023-11-30,3,2023-11-30
H000005953,A00000336,WDR,MOBILE,5541,WDR POS REF207739,USD,2023-11-30,22.7,2023-11-30
H000005954,A00000336,WDR,POS,5411,WDR BRANCH REF953596,USD,2023-11-30,14.54,2023-11-30
H000005955,A00000337,PMT,POS,5541,PMT WIRE REF860221,USD,2023-11-30,1390.55,2023-11-30
H000005956,A00000337,PMT,ATM,6011,PMT ACH REF394837,USD,2023-11-30,2891.49,2023-11-30
H000005957,A00000337,PMT,WIRE,5541,PMT MOBILE REF424527,USD,2023-11-30,3093.09,2023-11-30
H000005958,A00000338,WDR,MOBILE,7011,WDR MOBILE REF331015,USD,2023-11-30,117.42,2023-11-30
H000005959,A00000339,PMT,ONLINE,5541,PMT ONLINE REF211617,USD,2023-11-30,453.48,2023-11-30
H000005960,A00000342,TRF,ACH,5541,TRF ACH REF391303,USD,2023-11-30,16.98,2023-11-30
H000005961,A00000342,WDR,POS,0000,WDR ACH REF146014,USD,2023-11-30,724.33,2023-11-30
H000005962,A00000344,PMT,MOBILE,4900,PMT POS REF700555,USD,2023-11-30,1429.39,2023-11-30
H000005963,A00000358,FEE,BRANCH,5411,FEE ACH REF734211,USD,2023-11-30,25,2023-11-30
H000005964,A00000361,INT,ACH,5411,INT POS REF724269,USD,2023-11-30,185.55,2023-11-30
H000005965,A00000362,INT,WIRE,7011,INT BRANCH REF781897,USD,2023-11-30,98.41,2023-12-01
H000005966,A00000366,WDR,ACH,7011,WDR MOBILE REF735191,USD,2023-11-30,8.23,2023-11-30
H000005967,A00000372,FEE,BRANCH,5912,FEE POS REF607981,USD,2023-11-30,9.95,2023-12-01
H000005968,A00000373,TRF,ONLINE,0000,TRF ATM REF699052,USD,2023-11-30,-74.17,2023-11-30
H000005969,A00000374,FEE,ONLINE,5411,FEE ACH REF762823,USD,2023-11-30,9.95,2023-12-01
H000005970,A00000375,CHG,POS,4900,CHG ATM REF712293,USD,2023-11-30,35,2023-11-30
H000005971,A00000375,INT,POS,4900,INT BRANCH REF968912,USD,2023-11-30,91.77,2023-11-30
H000005972,A00000387,INT,WIRE,5812,INT ATM REF580559,USD,2023-11-30,39.62,2023-11-30
H000005973,A00000389,WDR,ATM,6011,WDR BRANCH REF325641,USD,2023-11-30,60.26,2023-12-01
H000005974,A00000395,CHG,ACH,6011,CHG MOBILE REF530140,USD,2023-11-30,9.95,2023-11-30
H000005975,A00000400,CHG,MOBILE,4900,CHG ACH REF636697,USD,2023-11-30,12,2023-12-01
H000005976,A00000403,WDR,ATM,7011,WDR WIRE REF256475,USD,2023-11-30,107.01,2023-12-01
H000005977,A00000403,TRF,BRANCH,0000,TRF ACH REF807398,USD,2023-11-30,-184.6,2023-11-30
H000005978,A00000405,CHG,POS,5912,CHG MOBILE REF125869,USD,2023-11-30,9.95,2023-12-01
H000005979,A00000406,CHG,BRANCH,5912,CHG POS REF465133,USD,2023-11-30,9.95,2023-11-30
H000005980,A00000407,PMT,ATM,4900,PMT ATM REF978037,USD,2023-11-30,1542.63,2023-11-30
H000005981,A00000407,PMT,MOBILE,5411,PMT ACH REF721133,USD,2023-11-30,1392.61,2023-12-01
H000005982,A00000409,PMT,ACH,5411,PMT ACH REF536976,USD,2023-11-30,605.47,2023-11-30
H000005983,A00000412,FEE,ATM,5812,FEE ONLINE REF231539,USD,2023-11-30,25,2023-11-30
H000005984,A00000416,WDR,MOBILE,4900,WDR ACH REF754872,USD,2023-11-30,303.62,2023-11-30
H000005985,A00000418,WDR,POS,4900,WDR MOBILE REF476265,USD,2023-11-30,666.57,2023-11-30
H000005986,A00000428,WDR,ACH,5812,WDR POS REF441451,USD,2023-11-30,69.29,2023-11-30
H000005987,A00000432,WDR,WIRE,7011,WDR ACH REF996367,USD,2023-11-30,777.96,2023-11-30
H000005988,A00000432,ADJ,ACH,7011,ADJ ATM REF350962,USD,2023-11-30,223.38,2023-11-30
H000005989,A00000435,PMT,WIRE,5411,PMT ATM REF510728,USD,2023-11-30,1433.4,2023-12-01
H000005990,A00000436,DEP,POS,6011,DEP MOBILE REF750781,USD,2023-11-30,21.23,2023-12-01
H000005991,A00000437,CHG,BRANCH,6011,CHG ACH REF633687,USD,2023-11-30,9.95,2023-11-30
H000005992,A00000438,CHG,WIRE,5541,CHG ONLINE REF531339,USD,2023-11-30,9.95,2023-11-30
H000005993,A00000439,CHG,POS,5812,CHG ATM REF274451,USD,2023-11-30,9.95,2023-11-30
H000005994,A00000442,CHG,ACH,5411,CHG ATM REF381398,USD,2023-11-30,12,2023-12-01
H000005995,A00000444,REV,ATM,5541,REV ATM REF821451,USD,2023-11-30,28.87,2023-11-30
H000005996,A00000446,REV,ONLINE,5912,REV MOBILE REF337016,USD,2023-11-30,399.2,2023-11-30
H000005997,A00000446,FEE,ONLINE,5812,FEE WIRE REF961440,USD,2023-11-30,25,2023-11-30
H000005998,A00000446,WDR,POS,5912,WDR ACH REF517263,USD,2023-11-30,20.32,2023-11-30
H000005999,A00000451,DEP,ONLINE,4900,DEP WIRE REF791607,USD,2023-11-30,64.47,2023-11-30
H000006000,A00000451,WDR,MOBILE,0000,WDR ATM REF264556,USD,2023-11-30,106.03,2023-12-01
H000006001,A00000453,PMT,ACH,6011,PMT ONLINE REF621445,USD,2023-11-30,1104.45,2023-12-01
H000006002,A00000454,DEP,BRANCH,6011,DEP POS REF685312,USD,2023-11-30,91.18,2023-11-30
H000006003,A00000455,FEE,WIRE,5411,FEE ACH REF898467,USD,2023-11-30,25,2023-11-30
H000006004,A00000457,DEP,MOBILE,6011,DEP BRANCH REF200839,USD,2023-11-30,97.18,2023-12-01
H000006005,A00000457,WDR,ACH,5411,WDR WIRE REF597972,USD,2023-11-30,150.97,2023-11-30
H000006006,A00000457,WDR,ONLINE,0000,WDR BRANCH REF515000,USD,2023-11-30,51.19,2023-11-30
H000006007,A00000458,WDR,ACH,5812,WDR BRANCH REF892922,USD,2023-11-30,264.37,2023-11-30
H000006008,A00000462,WDR,ACH,5912,WDR POS REF425615,USD,2023-11-30,137.67,2023-12-01
H000006009,A00000471,WDR,WIRE,5912,WDR MOBILE REF799434,USD,2023-11-30,267.88,2023-11-30
H000006010,A00000471,DEP,ONLINE,5541,DEP ATM REF445249,USD,2023-11-30,27.1,2023-11-30
H000006011,A00000477,DEP,WIRE,5411,DEP WIRE REF483349,USD,2023-11-30,11.51,2023-11-30
H000006012,A00000477,WDR,WIRE,6011,WDR MOBILE REF549596,USD,2023-11-30,163.44,2023-11-30
H000006013,A00000479,INT,POS,6011,INT ONLINE REF721785,USD,2023-11-30,159.19,2023-11-30
H000006014,A00000480,FEE,BRANCH,5411,FEE ONLINE REF358336,USD,2023-11-30,35,2023-11-30
H000006015,A00000480,INT,POS,5912,INT ONLINE REF820378,USD,2023-11-30,178.11,2023-11-30
H000006016,A00000480,INT,ATM,5812,INT WIRE REF881437,USD,2023-11-30,71.86,2023-11-30
H000006017,A00000483,PMT,BRANCH,5812,PMT WIRE REF463950,USD,2023-11-30,2331.38,2023-11-30
H000006018,A00000483,PMT,ONLINE,6011,PMT ONLINE REF147443,USD,2023-11-30,1279.67,2023-11-30
H000006019,A00000001,PMT,MOBILE,7011,PMT ONLINE REF321958,USD,2023-12-01,1404.35,2023-12-01
H000006020,A00000001,PMT,ACH,5411,PMT ONLINE REF999187,USD,2023-12-01,367.32,2023-12-01
H000006021,A00000002,DEP,WIRE,7011,DEP POS REF691166,USD,2023-12-01,15,2023-12-01
H000006022,A00000002,INT,BRANCH,4900,INT WIRE REF607805,USD,2023-12-01,57.58,2023-12-01
H000006023,A00000007,FEE,ACH,7011,FEE POS REF308546,USD,2023-12-01,25,2023-12-01
H000006024,A00000015,DEP,MOBILE,0000,DEP POS REF865858,USD,2023-12-01,144.7,2023-12-01
H000006025,A00000017,WDR,WIRE,5541,WDR ONLINE REF607305,USD,2023-12-01,141.88,2023-12-01
H000006026,A00000018,WDR,ONLINE,0000,WDR ONLINE REF155236,USD,2023-12-01,78.59,2023-12-01
H000006027,A00000020,WDR,POS,5812,WDR ACH REF376160,USD,2023-12-01,880.89,2023-12-01
H000006028,A00000026,PMT,ATM,5912,PMT ACH REF610308,USD,2023-12-01,2131.26,2023-12-01
H000006029,A00000028,PMT,ACH,5541,PMT ATM REF688599,USD,2023-12-01,549.87,2023-12-01
H000006030,A00000028,CHG,POS,5912,CHG POS REF202740,USD,2023-12-01,3,2023-12-01
H000006031,A00000029,WDR,POS,4900,WDR BRANCH REF254736,USD,2023-12-01,28.95,2023-12-01
H000006032,A00000029,FEE,ONLINE,5912,FEE POS REF375057,USD,2023-12-01,25,2023-12-01
H000006033,A00000034,FEE,ATM,5812,FEE BRANCH REF858641,USD,2023-12-01,25,2023-12-01
H000006034,A00000036,FEE,BRANCH,5541,FEE WIRE REF495181,USD,2023-12-01,3,2023-12-02
H000006035,A00000036,CHG,ONLINE,5541,CHG ONLINE REF554437,USD,2023-12-01,12,2023-12-01
H000006036,A00000043,DEP,ATM,4900,DEP ONLINE REF158797,USD,2023-12-01,49.63,2023-12-01
H000006037,A00000049,INT,ATM,4900,INT MOBILE REF531378,USD,2023-12-01,212.61,2023-12-01
H000006038,A00000051,DEP,MOBILE,7011,DEP POS REF180193,USD,2023-12-01,20.92,2023-12-01
H000006039,A00000051,WDR,POS,0000,WDR POS REF524101,USD,2023-12-01,6.27,2023-12-01
H000006040,A00000055,PMT,POS,7011,PMT ONLINE REF284295,USD,2023-12-01,212.25,2023-12-02
H000006041,A00000060,WDR,ATM,5541,WDR ATM REF886348,USD,2023-12-01,56,2023-12-01
H000006042,A00000060,TRF,WIRE,5912,TRF ONLINE REF936923,USD,2023-12-01,-34.9,2023-12-01
H000006043,A00000068,DEP,ATM,5411,DEP POS REF100832,USD,2023-12-01,598.82,2023-12-01
H000006044,A00000068,TRF,BRANCH,5411,TRF ATM REF686805,USD,2023-12-01,-31.47,2023-12-01
H000006045,A00000081,WDR,BRANCH,6011,WDR BRANCH REF990978,USD,2023-12-01,520.76,2023-12-02
H000006046,A00000081,WDR,MOBILE,7011,WDR BRANCH REF512907,USD,2023-12-01,39.13,2023-12-01
H000006047,A00000082,DEP,ACH,5812,DEP BRANCH REF841407,USD,2023-12-01,82.86,2023-12-01
H000006048,A00000082,WDR,BRANCH,5411,WDR ACH REF333923,USD,2023-12-01,70.14,2023-12-01
H000006049,A00000084,PMT,MOBILE,7011,PMT WIRE REF743181,USD,2023-12-01,1289.77,2023-12-01
H000006050,A00000084,INT,BRANCH,5541,INT MOBILE REF931492,USD,2023-12-01,66.37,2023-12-01
H000006051,A00000084,CHG,MOBILE,5541,CHG ONLINE REF264479,USD,2023-12-01,25,2023-12-01
H000006052,A00000088,CHG,ATM,4900,CHG ATM REF236558,USD,2023-12-01,9.95,2023-12-01
H000006053,A00000088,CHG,MOBILE,5912,CHG ACH REF639797,USD,2023-12-01,3,2023-12-01
H000006054,A00000095,FEE,WIRE,4900,FEE BRANCH REF109499,USD,2023-12-01,25,2023-12-01
H000006055,A00000099,CHG,ACH,5541,CHG WIRE REF691687,USD,2023-12-01,3,2023-12-02
H000006056,A00000099,CHG,WIRE,6011,CHG BRANCH REF852487,USD,2023-12-01,25,2023-12-01
H000006057,A00000101,WDR,ACH,5541,WDR MOBILE REF870409,USD,2023-12-01,220.62,2023-12-01
H000006058,A00000101,REV,ACH,7011,REV ONLINE REF578771,USD,2023-12-01,404.85,2023-12-02
H000006059,A00000104,PMT,BRANCH,6011,PMT ONLINE REF212819,USD,2023-12-01,239.8,2023-12-01
H000006060,A00000104,PMT,POS,5912,PMT ACH REF330307,USD,2023-12-01,724.54,2023-12-01
H000006061,A00000105,PMT,BRANCH,0000,PMT BRANCH REF464105,USD,2023-12-01,873.04,2023-12-01
H000006062,A00000106,TRF,WIRE,4900,TRF POS REF149605,USD,2023-12-01,-129.03,2023-12-01
H000006063,A00000106,WDR,MOBILE,5912,WDR WIRE REF223724,USD,2023-12-01,12.1,2023-12-01
H000006064,A00000106,TRF,MOBILE,4900,TRF ACH REF717518,USD,2023-12-01,113.86,2023-12-02
H000006065,A00000115,WDR,WIRE,7011,WDR POS REF779560,USD,2023-12-01,105.89,2023-12-01
H000006066,A00000123,FEE,MOBILE,0000,FEE ATM REF758867,USD,2023-12-01,35,2023-12-01
H000006067,A00000123,PMT,BRANCH,5411,PMT ACH REF442805,USD,2023-12-01,1707.68,2023-12-01
H000006068,A00000123,INT,ATM,7011,INT WIRE REF875129,USD,2023-12-01,113.45,2023-12-01
H000006069,A00000124,INT,MOBILE,7011,INT WIRE REF708569,USD,2023-12-01,42.94,2023-12-01
H000006070,A00000125,WDR,POS,5912,WDR ATM REF125864,USD,2023-12-01,10.24,2023-12-01
H000006071,A00000125,INT,BRANCH,4900,INT ACH REF547557,USD,2023-12-01,36.4,2023-12-02
H000006072,A00000128,WDR,ACH,5812,WDR ONLINE REF476532,USD,2023-12-01,15.15,2023-12-01
H000006073,A00000135,CHG,WIRE,5541,CHG BRANCH REF622614,USD,2023-12-01,3,2023-12-01
H000006074,A00000136,DEP,MOBILE,6011,DEP ATM REF461920,USD,2023-12-01,37.08,2023-12-01
H000006075,A00000136,WDR,MOBILE,5541,WDR WIRE REF788899,USD,2023-12-01,295.08,2023-12-02
H000006076,A00000136,DEP,ATM,5912,DEP ATM REF831211,USD,2023-12-01,184.17,2023-12-01
H000006077,A00000138,DEP,BRANCH,7011,DEP MOBILE REF473274,USD,2023-12-01,60.77,2023-12-01
H000006078,A00000138,WDR,ATM,6011,WDR BRANCH REF111502,USD,2023-12-01,717.84,2023-12-01
H000006079,A00000141,REV,MOBILE,5912,REV MOBILE REF837443,USD,2023-12-01,119.32,2023-12-01
H000006080,A00000143,WDR,WIRE,7011,WDR ATM REF253767,USD,2023-12-01,65.85,2023-12-01
H000006081,A00000143,DEP,BRANCH,4900,DEP POS REF194225,USD,2023-12-01,74.41,2023-12-01
H000006082,A00000144,DEP,ACH,5541,DEP WIRE REF360918,USD,2023-12-01,401.32,2023-12-01
H000006083,A00000147,WDR,ATM,0000,WDR POS REF291229,USD,2023-12-01,21.8,2023-12-01
H000006084,A00000148,WDR,POS,5541,WDR BRANCH REF455615,USD,2023-12-01,24.67,2023-12-02
H000006085,A00000152,WDR,ATM,4900,WDR BRANCH REF464911,USD,2023-12-01,14.02,2023-12-02
H000006086,A00000153,DEP,POS,7011,DEP ACH REF260909,USD,2023-12-01,151.72,2023-12-02
H000006087,A00000159,WDR,MOBILE,5541,WDR POS REF940615,USD,2023-12-01,67.61,2023-12-02
H000006088,A00000165,INT,ACH,5541,INT WIRE REF340127,USD,2023-12-01,87.39,2023-12-01
H000006089,A00000183,WDR,WIRE,5812,WDR BRANCH REF715815,USD,2023-12-01,97.39,2023-12-01
H000006090,A00000190,INT,ONLINE,7011,INT WIRE REF722895,USD,2023-12-01,20.93,2023-12-01
H000006091,A00000191,WDR,ACH,5812,WDR ONLINE REF955416,USD,2023-12-01,54.9,2023-12-02
H000006092,A00000191,REV,BRANCH,5411,REV ATM REF822268,USD,2023-12-01,18.36,2023-12-01
H000006093,A00000193,WDR,ONLINE,5912,WDR ATM REF848198,USD,2023-12-01,18.07,2023-12-01
H000006094,A00000194,PMT,MOBILE,0000,PMT BRANCH REF657661,USD,2023-12-01,1200.78,2023-12-02
H000006095,A00000194,FEE,BRANCH,7011,FEE ACH REF266558,USD,2023-12-01,25,2023-12-01
H000006096,A00000197,PMT,MOBILE,7011,PMT ONLINE REF882667,USD,2023-12-01,3107.39,2023-12-01
H000006097,A00000197,CHG,MOBILE,7011,CHG WIRE REF848741,USD,2023-12-01,12,2023-12-01
H000006098,A00000198,TRF,WIRE,5912,TRF ATM REF669193,USD,2023-12-01,-99.09,2023-12-01
H000006099,A00000209,WDR,POS,5541,WDR ACH REF531097,USD,2023-12-01,303.89,2023-12-01
H000006100,A00000214,CHG,BRANCH,5541,CHG ONLINE REF371081,USD,2023-12-01,9.95,2023-12-01
H000006101,A00000216,WDR,ATM,4900,WDR POS REF535643,USD,2023-12-01,12.3,2023-12-02
H000006102,A00000216,TRF,ATM,4900,TRF ACH REF467219,USD,2023-12-01,-193.23,2023-12-01
H000006103,A00000218,TRF,POS,5812,TRF ONLINE REF722383,USD,2023-12-01,-45.78,2023-12-01
H000006104,A00000218,DEP,ATM,7011,DEP ONLINE REF910759,USD,2023-12-01,46.33,2023-12-01
H000006105,A00000219,CHG,POS,6011,CHG BRANCH REF785907,USD,2023-12-01,9.95,2023-12-01
H000006106,A00000222,INT,ATM,4900,INT ACH REF607557,USD,2023-12-01,158.9,2023-12-01
H000006107,A00000224,ADJ,POS,5812,ADJ ONLINE REF801123,USD,2023-12-01,-943.16,2023-12-02
H000006108,A00000229,DEP,MOBILE,0000,DEP ATM REF199237,USD,2023-12-01,45.36,2023-12-01
H000006109,A00000231,DEP,ONLINE,4900,DEP ATM REF297728,USD,2023-12-01,149.9,2023-12-01
H000006110,A00000242,WDR,WIRE,5541,WDR POS REF485597,USD,2023-12-01,98.65,2023-12-01
H000006111,A00000248,FEE,ATM,5912,FEE ACH REF219268,USD,2023-12-01,25,2023-12-01
H000006112,A00000248,PMT,WIRE,4900,PMT MOBILE REF766403,USD,2023-12-01,881.69,2023-12-01
H000006113,A00000248,INT,MOBILE,5912,INT POS REF351530,USD,2023-12-01,124.66,2023-12-01
H000006114,A00000252,CHG,WIRE,5812,CHG WIRE REF892848,USD,2023-12-01,12,2023-12-01
H000006115,A00000254,INT,POS,4900,INT POS REF629035,USD,2023-12-01,203.99,2023-12-01
H000006116,A00000254,CHG,WIRE,6011,CHG POS REF243233,USD,2023-12-01,9.95,2023-12-01
H000006117,A00000254,PMT,ATM,5812,PMT ONLINE REF209014,USD,2023-12-01,2225.83,2023-12-01
H000006118,A00000262,WDR,ATM,4900,WDR MOBILE REF869870,USD,2023-12-01,19.17,2023-12-01
H000006119,A00000266,CHG,BRANCH,7011,CHG ATM REF912534,USD,2023-12-01,9.95,2023-12-01
H000006120,A00000277,CHG,WIRE,5411,CHG MOBILE REF649936,USD,2023-12-01,3,2023-12-01
H000006121,A00000278,INT,WIRE,6011,INT MOBILE REF259039,USD,2023-12-01,22.26,2023-12-01
H000006122,A00000283,FEE,BRANCH,0000,FEE POS REF919112,USD,2023-12-01,9.95,2023-12-01
H000006123,A00000292,DEP,WIRE,5812,DEP WIRE REF793807,USD,2023-12-01,130.32,2023-12-01
H000006124,A00000292,REV,ACH,5812,REV BRANCH REF201744,USD,2023-12-01,33.54,2023-12-01
H000006125,A00000293,REF,ATM,5411,REF BRANCH REF259934,USD,2023-12-01,2975.54,2023-12-01
H000006126,A00000295,FEE,MOBILE,0000,FEE ATM REF874573,USD,2023-12-01,25,2023-12-01
H000006127,A00000296,WDR,ACH,5541,WDR ACH REF947623,USD,2023-12-01,60.08,2023-12-01
H000006128,A00000297,CHG,BRANCH,5912,CHG ONLINE REF514407,USD,2023-12-01,35,2023-12-01
H000006129,A00000297,INT,BRANCH,5541,INT ATM REF156309,USD,2023-12-01,200.25,2023-12-01
H000006130,A00000297,PMT,POS,5812,PMT ATM REF317093,USD,2023-12-01,1039.48,2023-12-01
H000006131,A00000299,WDR,BRANCH,6011,WDR ATM REF278040,USD,2023-12-01,1079.77,2023-12-01
H000006132,A00000300,CHG,BRANCH,4900,CHG ONLINE REF514958,USD,2023-12-01,3,2023-12-01
H000006133,A00000302,ADJ,POS,5411,ADJ ATM REF469004,USD,2023-12-01,48.13,2023-12-01
H000006134,A00000302,WDR,ACH,5541,WDR ACH REF734874,USD,2023-12-01,121.88,2023-12-01
H000006135,A00000302,DEP,WIRE,5912,DEP ACH REF269083,USD,2023-12-01,136.54,2023-12-01
H000006136,A00000305,FEE,POS,4900,FEE ATM REF665489,USD,2023-12-01,12,2023-12-02
H000006137,A00000305,PMT,ACH,5912,PMT ONLINE REF801399,USD,2023-12-01,3189.78,2023-12-01
H000006138,A00000305,INT,ATM,5812,INT ATM REF817617,USD,2023-12-01,61.2,2023-12-02
H000006139,A00000306,PMT,ACH,0000,PMT MOBILE REF658797,USD,2023-12-01,2888.81,2023-12-01
H000006140,A00000310,PMT,POS,6011,PMT BRANCH REF896117,USD,2023-12-01,2605.64,2023-12-01
H000006141,A00000312,CHG,ONLINE,4900,CHG WIRE REF246518,USD,2023-12-01,9.95,2023-12-01
H000006142,A00000314,PMT,POS,7011,PMT ACH REF708973,USD,2023-12-01,1152.11,2023-12-01
H000006143,A00000315,PMT,BRANCH,6011,PMT ACH REF728649,USD,2023-12-01,3003.16,2023-12-02
H000006144,A00000315,PMT,ACH,5541,PMT ONLINE REF585654,USD,2023-12-01,2662.35,2023-12-01
H000006145,A00000316,DEP,ONLINE,5812,DEP POS REF129158,USD,2023-12-01,57.6,2023-12-01
H000006146,A00000326,PMT,POS,5912,PMT ONLINE REF122585,USD,2023-12-01,23.75,2023-12-01
H000006147,A00000326,ADJ,ACH,0000,ADJ POS REF436451,USD,2023-12-01,-791.85,2023-12-01
H000006148,A00000327,DEP,POS,5541,DEP MOBILE REF284220,USD,2023-12-01,62.46,2023-12-01
H000006149,A00000327,DEP,ONLINE,5812,DEP ACH REF407082,USD,2023-12-01,421.49,2023-12-02
H000006150,A00000330,CHG,MOBILE,5912,CHG MOBILE REF223799,USD,2023-12-01,9.95,2023-12-01
H000006151,A00000330,PMT,ATM,7011,PMT ACH REF401327,USD,2023-12-01,1528.45,2023-12-01
H000006152,A00000341,CHG,MOBILE,4900,CHG WIRE REF930196,USD,2023-12-01,9.95,2023-12-01
H000006153,A00000341,CHG,MOBILE,6011,CHG WIRE REF142384,USD,2023-12-01,3,2023-12-02
H000006154,A00000342,DEP,ACH,5411,DEP WIRE REF820888,USD,2023-12-01,170,2023-12-01
H000006155,A00000342,TRF,ATM,5812,TRF ONLINE REF770596,USD,2023-12-01,68.07,2023-12-01
H000006156,A00000347,WDR,WIRE,5812,WDR ACH REF624543,USD,2023-12-01,73.42,2023-12-01
H000006157,A00000350,INT,ONLINE,6011,INT MOBILE REF429053,USD,2023-12-01,70.24,2023-12-01
H000006158,A00000353,TRF,ONLINE,4900,TRF BRANCH REF747632,USD,2023-12-01,-105.72,2023-12-01
H000006159,A00000353,WDR,ACH,6011,WDR ACH REF788312,USD,2023-12-01,106.55,2023-12-01
H000006160,A00000354,DEP,ACH,5812,DEP WIRE REF391059,USD,2023-12-01,79.14,2023-12-02
H000006161,A00000357,TRF,POS,5812,TRF WIRE REF931345,USD,2023-12-01,126.71,2023-12-01
H000006162,A00000357,DEP,MOBILE,5912,DEP POS REF749634,USD,2023-12-01,27.13,2023-12-01
H000006163,A00000358,INT,POS,5912,INT POS REF615582,USD,2023-12-01,53.98,2023-12-01
H000006164,A00000358,CHG,MOBILE,4900,CHG WIRE REF785345,USD,2023-12-01,12,2023-12-01
H000006165,A00000360,PMT,ACH,5912,PMT WIRE REF851218,USD,2023-12-01,739.24,2023-12-01
H000006166,A00000361,PMT,ONLINE,5812,PMT ONLINE REF943788,USD,2023-12-01,3053.54,2023-12-01
H000006167,A00000365,DEP,ONLINE,6011,DEP ACH REF404667,USD,2023-12-01,213.59,2023-12-01
H000006168,A00000365,DEP,BRANCH,5541,DEP ATM REF484445,USD,2023-12-01,34.98,2023-12-01
H000006169,A00000366,WDR,POS,5912,WDR ONLINE REF195057,USD,2023-12-01,91.02,2023-12-01
H000006170,A00000366,DEP,MOBILE,5912,DEP BRANCH REF621155,USD,2023-12-01,167.42,2023-12-01
H000006171,A00000368,PMT,ACH,0000,PMT WIRE REF957346,USD,2023-12-01,1729.93,2023-12-01
H000006172,A00000368,CHG,MOBILE,5912,CHG BRANCH REF316254,USD,2023-12-01,9.95,2023-12-01
H000006173,A00000373,FEE,POS,7011,FEE BRANCH REF974868,USD,2023-12-01,9.95,2023-12-01
H000006174,A00000373,DEP,MOBILE,5411,DEP WIRE REF535812,USD,2023-12-01,26.28,2023-12-01
H000006175,A00000373,WDR,MOBILE,5541,WDR ONLINE REF243560,USD,2023-12-01,30.87,2023-12-01
H000006176,A00000375,PMT,MOBILE,0000,PMT BRANCH REF909680,USD,2023-12-01,616.5,2023-12-01
H000006177,A00000375,INT,ATM,5912,INT ONLINE REF587187,USD,2023-12-01,155.03,2023-12-01
H000006178,A00000375,PMT,ATM,0000,PMT BRANCH REF554882,USD,2023-12-01,1120.35,2023-12-01
H000006179,A00000376,CHG,ATM,6011,CHG WIRE REF453093,USD,2023-12-01,9.95,2023-12-01
H000006180,A00000382,FEE,ATM,0000,FEE ACH REF794611,USD,2023-12-01,12,2023-12-02
H000006181,A00000384,DEP,BRANCH,5411,DEP POS REF863144,USD,2023-12-01,63.33,2023-12-01
H000006182,A00000384,DEP,ATM,7011,DEP WIRE REF945679,USD,2023-12-01,134.25,2023-12-01
H000006183,A00000386,PMT,ONLINE,5912,PMT MOBILE REF975241,USD,2023-12-01,609.28,2023-12-01
H000006184,A00000390,DEP,ACH,5912,DEP BRANCH REF791654,USD,2023-12-01,133.29,2023-12-02
H000006185,A00000407,INT,ACH,4900,INT BRANCH REF765456,USD,2023-12-01,227.12,2023-12-02
H000006186,A00000408,FEE,ACH,5912,FEE ATM REF615992,USD,2023-12-01,9.95,2023-12-01
H000006187,A00000408,DEP,MOBILE,6011,DEP BRANCH REF381437,USD,2023-12-01,280.36,2023-12-01
H000006188,A00000421,ADJ,POS,6011,ADJ POS REF423755,USD,2023-12-01,316.01,2023-12-01
H000006189,A00000424,WDR,WIRE,0000,WDR MOBILE REF175973,USD,2023-12-01,103.12,2023-12-02
H000006190,A00000425,WDR,MOBILE,5541,WDR BRANCH REF138644,USD,2023-12-01,224.03,2023-12-01
H000006191,A00000433,REV,ONLINE,6011,REV ACH REF291296,USD,2023-12-01,44.21,2023-12-01
H000006192,A00000434,FEE,POS,5541,FEE BRANCH REF504973,USD,2023-12-01,3,2023-12-02
H000006193,A00000434,DEP,POS,7011,DEP ONLINE REF596307,USD,2023-12-01,104.96,2023-12-01
H000006194,A00000437,CHG,ONLINE,4900,CHG BRANCH REF347516,USD,2023-12-01,9.95,2023-12-02
H000006195,A00000440,WDR,ACH,4900,WDR MOBILE REF798877,USD,2023-12-01,14.1,2023-12-02
H000006196,A00000449,TRF,BRANCH,5541,TRF ACH REF407676,USD,2023-12-01,-100.6,2023-12-01
H000006197,A00000449,DEP,ACH,6011,DEP ONLINE REF630065,USD,2023-12-01,6.07,2023-12-02
H000006198,A00000450,INT,POS,0000,INT MOBILE REF690525,USD,2023-12-01,86.19,2023-12-01
H000006199,A00000451,TRF,ATM,4900,TRF WIRE REF268253,USD,2023-12-01,-529.82,2023-12-01
H000006200,A00000453,PMT,MOBILE,5912,PMT WIRE REF283017,USD,2023-12-01,1228.41,2023-12-01
H000006201,A00000453,CHG,MOBILE,7011,CHG ATM REF976060,USD,2023-12-01,12,2023-12-01
H000006202,A00000456,REF,BRANCH,5812,REF ONLINE REF413082,USD,2023-12-01,2454.07,2023-12-01
H000006203,A00000456,PMT,ATM,5411,PMT ACH REF346139,USD,2023-12-01,1423.41,2023-12-01
H000006204,A00000457,FEE,WIRE,7011,FEE BRANCH REF612268,USD,2023-12-01,35,2023-12-01
H000006205,A00000457,WDR,ATM,5812,WDR ATM REF624315,USD,2023-12-01,11.45,2023-12-01
H000006206,A00000458,WDR,WIRE,4900,WDR MOBILE REF149809,USD,2023-12-01,261.85,2023-12-01
